inventoryid,store,city,brand,description,size,onhand,price,startdate
320,26,West Barry,Combs Group,Grow Product,Large,0,20.64,2024-06-01
321,9,Lake Natalie,Davis-Vasquez,Line Product,Small,37,11.78,2024-04-06
322,26,Ryanton,Dunlap Ltd,Skin Product,Small,0,22.55,2025-03-19
323,2,South Brenda,Richardson Group,Behind Product,Large,94,39.61,2024-04-10
324,34,Johnsonport,Lyons PLC,Write Product,Small,248,98.29,2024-06-22
325,44,Shermanmouth,Wagner Group,Career Product,Medium,261,26.79,2025-03-10
326,36,Johnchester,"Walker, Maddox and Clayton",Resource Product,Large,188,64.52,2025-01-09
327,31,Davidstad,Mercado-Jacobson,Education Product,Large,105,65.02,2024-12-15
328,32,South Sean,"Dunn, Martinez and Brandt",Standard Product,Small,124,63.99,2025-03-07
329,36,West Charles,Bennett-Collins,Law Product,Small,47,33.71,2024-10-04
330,11,Michaelton,Martinez-Giles,Threat Product,Small,208,15.06,2024-10-19
331,26,Alexandrafurt,"Johnson, Moses and Johnson",Among Product,Medium,74,96.83,2024-07-26
332,31,North Lindsey,"Hernandez, Davis and Williams",Career Product,Large,127,74.87,2024-08-15
333,47,New Krystal,Roy Group,Fall Product,Large,186,24.86,2024-06-12
334,25,Kathrynport,Hopkins Ltd,Condition Product,Medium,227,24.33,2024-08-17
335,21,North Melissa,Sawyer-Lane,Citizen Product,Medium,6,86.67,2024-12-06
336,5,Anitaland,Kirk-Perry,Air Product,Small,115,79.41,2024-10-17
337,11,New Adam,Bennett-Collins,Law Product,Small,0,33.71,2024-05-11
338,29,Masonchester,"Bailey, Avery and Edwards",Try Product,Medium,154,68.68,2025-02-10
339,1,East Jenniferside,"Walker, Zimmerman and Williams",Fall Product,Large,0,86.86,2024-07-16
340,12,Littlehaven,Howard Inc,Argue Product,Medium,61,82.99,2024-09-17
341,26,Princehaven,Combs Group,Parent Product,Large,0,18.45,2024-08-08
342,45,West Heather,"Jones, Martinez and Taylor",Partner Product,Small,82,71.51,2024-06-12
343,46,Reedstad,Howard Inc,Fish Product,Large,99,26.32,2024-06-26
344,48,South Louisstad,Sawyer-Lane,Onto Product,Small,141,32.36,2025-01-27
345,39,New Dennisshire,Ross LLC,Others Product,Small,173,29.65,2024-12-03
346,45,New Carl,"Bush, Reyes and Fox",Apply Product,Small,133,78.16,2024-07-22
347,12,Villarrealview,"Gregory, Fowler and Miller",Position Product,Large,96,57.93,2024-05-19
348,10,Maureenfurt,"Massey, Lewis and Walter",Miss Product,Medium,24,49.67,2025-03-03
349,31,Floresmouth,Horne LLC,Foot Product,Medium,0,33.82,2024-07-18
350,5,West Marcshire,"Gregory, Fowler and Miller",There Product,Large,82,40.54,2024-07-17
351,13,Burtonside,Roy Group,Our Product,Medium,154,15.68,2024-10-14
352,20,East Robert,"Bailey, Avery and Edwards",Beyond Product,Small,54,85.95,2024-04-30
353,24,Jenniferfort,Howard Inc,Event Product,Small,217,32.5,2024-07-27
354,11,Melanieton,Schmidt-Mathews,Owner Product,Medium,78,75.69,2024-11-14
355,29,Port Debra,Vasquez-Velasquez,Despite Product,Small,74,44.5,2025-01-06
356,23,North Amy,"Hamilton, Rivera and Kelley",Draw Product,Small,47,92.65,2024-04-12
357,32,East Jennifer,"Shannon, Lee and Noble",Bring Product,Large,294,66.98,2024-10-06
358,34,Port Kathrynbury,"Jones, Martinez and Taylor",Fund Product,Large,75,72.59,2025-02-15
359,19,Robertborough,"Ruiz, Rodriguez and Lane",Training Product,Large,0,10.42,2024-10-23
360,4,Lake Vincentside,Rogers-Sanchez,Bit Product,Medium,54,43.86,2024-12-11
361,42,East Amandaland,Young-Shaw,Quickly Product,Large,1,58.17,2025-01-21
362,37,North Maria,Murphy-Gardner,Reach Product,Small,139,17.11,2024-08-23
363,35,East Joseph,"Williams, Schultz and Black",I Product,Small,15,92.3,2024-10-08
364,9,East Luke,Vasquez-Velasquez,Capital Product,Small,0,18.49,2025-01-26
365,6,Rossfurt,Lin and Sons,Game Product,Small,248,59.2,2024-06-09
366,49,Jeffreyshire,Spencer Group,Get Product,Small,177,46.64,2025-03-05
367,11,New Georgemouth,Young-Shaw,Quickly Product,Large,27,58.17,2024-07-11
368,40,Lake Anthony,Gates-Pittman,Rest Product,Small,73,68.18,2025-01-15
369,26,Bethanystad,Gates-Pittman,Member Product,Large,182,70.01,2024-08-22
370,26,Leeville,"Briggs, Morris and Weber",Guess Product,Large,83,28.76,2024-04-07
371,47,Port Megan,Reynolds LLC,Only Product,Small,136,25.79,2024-05-14
372,22,Doyleberg,"Bush, Reyes and Fox",Imagine Product,Small,167,75.27,2025-03-02
373,12,South Allen,"Wright, Winters and Dominguez",Everyone Product,Large,148,24.56,2024-04-07
374,41,North Amyshire,Mitchell-Lopez,Office Product,Small,273,73.41,2024-04-13
375,48,Joshuahaven,"Turner, Armstrong and Fernandez",Year Product,Medium,0,9.64,2024-12-10
376,45,Port Kyle,"Neal, Frey and Ferguson",Minute Product,Large,69,29.97,2025-02-27
377,23,Sarahhaven,Mcpherson and Sons,Lose Product,Large,0,36.14,2024-11-02
378,12,Lamburgh,Conrad and Sons,Week Product,Medium,168,26.06,2024-08-24
379,1,Karenview,Rogers-Sanchez,Even Product,Large,167,97.21,2024-08-22
380,10,East Timothyland,"Turner, Armstrong and Fernandez",Growth Product,Large,0,57.15,2024-04-07
381,31,Danielleborough,"West, Reed and Berry",Upon Product,Small,0,42.2,2024-10-02
382,1,North Michelle,"Massey, Lewis and Walter",Miss Product,Medium,94,49.67,2025-03-11
383,16,Port Staceyberg,"Freeman, Larson and Clark",Life Product,Small,255,37.96,2024-09-18
384,49,Valdezborough,Bell Ltd,Both Product,Small,0,62.31,2024-04-18
385,22,Mccarthyberg,Short-Cook,Certain Product,Large,151,17.2,2025-03-03
386,4,Jeffreyfurt,"Neal, Frey and Ferguson",Minute Product,Large,0,29.97,2025-02-14
387,24,Josephshire,"Ruiz, Rodriguez and Lane",Memory Product,Medium,0,27.97,2024-10-25
388,13,Masonfurt,Mosley PLC,Artist Product,Small,107,18.73,2024-05-04
389,36,North Richard,Johnson PLC,Travel Product,Large,0,95.01,2024-09-02
390,26,Edwardstown,Vasquez-Jackson,Ball Product,Medium,78,29.53,2024-06-23
391,45,Lake Katherine,"Smith, Davis and Wright",Instead Product,Large,0,52.47,2024-08-22
392,2,Nancyport,Williams LLC,Our Product,Medium,0,65.36,2024-08-09
393,25,Pageside,Zamora Ltd,Actually Product,Small,90,43.07,2024-05-19
394,8,Samuelview,Brown-Marshall,Seven Product,Small,216,38.2,2024-10-20
395,4,Jasmineville,"Miller, Wilkins and Williams",Billion Product,Medium,210,96.98,2024-08-13
396,37,North Anthonyview,Howard Inc,Tonight Product,Large,0,78.08,2025-03-05
397,18,Andersonbury,Rios Group,Several Product,Medium,15,76.67,2024-12-14
398,45,Lake Shelly,Mcpherson and Sons,You Product,Medium,124,36.64,2024-10-19
399,36,East Annaville,"Freeman, Larson and Clark",Life Product,Small,50,37.96,2024-05-30
400,22,Briannamouth,"Massey, Lewis and Walter",Room Product,Small,14,38.54,2024-07-21
401,28,New Selena,"Hernandez, Davis and Williams",Career Product,Large,0,74.87,2024-10-18
402,39,West Rachelborough,Martinez-Giles,Point Product,Small,69,37.44,2024-11-18
403,11,Claytonview,"Massey, Lewis and Walter",Concern Product,Medium,0,32.53,2024-09-14
404,3,Port Krista,Rios Group,Clear Product,Small,0,72.25,2024-09-12
405,16,Johnton,Wagner Group,Member Product,Medium,0,97.31,2024-07-07
406,2,Campbellburgh,Davis-Vasquez,Although Product,Medium,19,46.97,2025-02-08
407,50,Lake Keithview,Roberts and Sons,Talk Product,Small,0,36.89,2024-12-17
408,48,New Ricardofurt,"Stevens, Miller and Phillips",Majority Product,Medium,195,70.37,2024-07-21
409,17,Wilsonburgh,Brown-Mann,Create Product,Large,70,94.23,2025-02-22
410,15,North Lisafort,Kirk-Perry,Bank Product,Medium,181,22.72,2024-10-01
411,4,Jamesbury,Morales-Knox,Fight Product,Large,153,84.39,2024-08-15
412,10,Lake Ashlee,Cook-Johnson,Appear Product,Medium,216,97.06,2024-12-25
413,38,Christopherchester,Johnson Inc,Wait Product,Medium,107,66.03,2024-11-01
414,3,Kimberlyside,"Sanchez, Miller and Tucker",Thank Product,Small,152,55.58,2024-04-13
415,49,Zacharyton,Sullivan-Choi,Mouth Product,Small,145,20.87,2024-06-17
416,15,Yvettemouth,"Bradley, Baker and Mcneil",Sometimes Product,Large,95,11.19,2024-07-03
417,26,Lake Hollyland,Long and Sons,Officer Product,Small,42,42.51,2024-11-30
418,30,North Michael,Sullivan-Choi,Say Product,Large,13,93.26,2025-03-17
419,30,East Elizabeth,Russell and Sons,Level Product,Large,18,48.06,2025-03-27
420,49,Lake Kevin,"Phelps, Thompson and Chandler",Say Product,Medium,45,70.76,2025-01-30
421,47,Onealton,Wagner Group,Member Product,Medium,0,97.31,2025-01-02
422,4,Lake Brittany,"Navarro, Parker and Garcia",Sing Product,Large,47,10.66,2024-10-22
423,22,New Kristenland,"Campbell, Black and Smith",Approach Product,Medium,56,58.99,2024-12-28
424,49,South Lauraside,Gentry-Gray,Eight Product,Large,105,41.61,2024-12-03
425,34,North Morganstad,Wagner Group,Such Product,Medium,71,81.55,2024-06-05
426,10,Danielmouth,Price Group,Population Product,Small,72,18.14,2025-03-27
427,20,East Brianaview,Thomas and Sons,Effect Product,Small,81,80.71,2024-10-20
428,39,North Williamchester,Walter PLC,White Product,Large,0,11.97,2025-01-31
429,11,West Lucasfort,Rogers and Sons,Business Product,Large,150,27.13,2024-08-31
430,34,North Karen,Mitchell LLC,Really Product,Small,29,71.84,2024-08-01
431,1,South Robert,Vasquez-Jackson,Opportunity Product,Small,0,38.18,2024-10-06
432,15,Port Josephstad,"Smith, Davis and Wright",Stop Product,Large,108,96.71,2024-11-20
433,17,South Krystalland,"Massey, Lewis and Walter",Concern Product,Medium,29,32.53,2024-10-14
434,44,Hansenview,Kim-Gonzalez,Long Product,Large,45,26.06,2025-01-02
435,31,Port Seanmouth,"Jennings, Davis and Newman",Expect Product,Medium,0,93.55,2025-02-26
436,34,Coleburgh,"Garza, Perkins and Clark",Together Product,Large,108,68.59,2024-07-03
437,24,Stanleystad,Ross LLC,Others Product,Small,3,29.65,2025-02-03
438,10,East Richard,"Ruiz, Rodriguez and Lane",Ahead Product,Large,0,83.4,2025-02-04
439,19,Paulchester,Johnson Inc,Wait Product,Medium,195,66.03,2024-05-17
440,9,Lake Katherineland,"George, Macdonald and Harper",Situation Product,Small,54,24.19,2024-12-08
441,17,Amberbury,James and Sons,Strong Product,Large,241,94.62,2024-11-26
442,41,East Jacobstad,Reynolds-Hill,When Product,Small,87,6.37,2024-05-11
443,18,New Andrew,"Jones, Martinez and Taylor",Tree Product,Small,72,52.66,2024-11-21
444,27,Stacyhaven,Martinez-Giles,Write Product,Medium,146,26.19,2024-11-05
445,45,Allentown,Michael-Jefferson,Time Product,Medium,149,53.78,2024-04-30
446,49,West Danielshire,"Strickland, Jones and Padilla",Even Product,Medium,150,43.06,2024-12-06
447,37,Stewartborough,"Wright, Winters and Dominguez",Dinner Product,Large,114,75.84,2024-04-13
448,11,Wadeview,Osborne-Brown,Federal Product,Medium,145,61.76,2024-11-29
449,20,North Brandon,"Kelly, Smith and Aguilar",Cell Product,Medium,0,60.79,2024-06-12
450,12,Nicolehaven,"Hernandez, Davis and Williams",Least Product,Medium,0,55.22,2025-03-07
451,50,Michaelhaven,Morales-Knox,Choose Product,Small,152,50.84,2025-04-03
452,20,Port Devinton,Rios Group,Hot Product,Large,129,53.1,2024-05-31
453,26,Danielleview,Rodriguez-Palmer,Account Product,Large,23,45.68,2024-07-03
454,40,Port Steventown,Wright Group,Skin Product,Small,93,75.4,2024-07-14
455,42,South Rachel,Long-Bowman,Major Product,Small,139,56.64,2024-07-19
456,23,Port Michael,Zamora Ltd,Ever Product,Large,117,48.01,2024-05-13
457,41,North Paulfort,"Walker, Maddox and Clayton",Resource Product,Large,67,64.52,2024-08-02
458,21,Debrashire,Salazar-Graves,Decade Product,Medium,0,29.28,2024-11-06
459,40,Edwardbury,"Watkins, James and Page",Forward Product,Small,218,17.68,2024-06-06
460,3,South Tom,"Harrell, Casey and Bates",Full Product,Large,144,14.34,2025-02-20
461,8,Madelineburgh,Johnson-Bowman,Point Product,Small,0,99.25,2025-02-19
462,1,Millerstad,"Turner, Armstrong and Fernandez",Three Product,Small,266,10.54,2024-10-02
463,49,South Paulville,"Nguyen, Robinson and Mitchell",Minute Product,Small,0,67.21,2024-07-22
464,9,North Victoria,"Powell, Mcdaniel and Thomas",Remain Product,Large,141,29.11,2025-03-27
465,1,East Theresaview,Burns and Sons,Student Product,Medium,22,45.58,2024-11-23
466,28,Cookshire,Reynolds-Hill,Member Product,Large,18,9.91,2024-05-25
467,2,Michaelville,"Smith, Davis and Lopez",With Product,Small,174,90.49,2024-05-02
468,1,New Timothybury,Brock Group,Every Product,Medium,49,25.1,2025-02-16
469,30,Hillborough,Bailey PLC,Even Product,Small,0,46.2,2024-09-09
470,21,Jeffreyland,"Bush, Reyes and Fox",Condition Product,Medium,11,21.05,2024-07-02
471,43,East Carla,"Turner, Armstrong and Fernandez",Like Product,Medium,159,10.08,2024-07-18
472,41,Lisastad,"Powell, Mcdaniel and Thomas",International Product,Small,0,55.59,2024-04-08
473,46,Harrisfurt,"Jennings, Davis and Newman",Cost Product,Large,206,91.18,2025-02-17
474,33,New Amandaburgh,Martinez-Giles,Contain Product,Small,95,98.47,2025-02-06
475,4,East Kristy,Vasquez-Jackson,Box Product,Large,22,52.92,2025-03-11
476,8,Davidton,Gates-Pittman,Member Product,Large,47,70.01,2025-03-31
477,36,Burnsbury,"Horne, Patton and Martin",From Product,Medium,216,90.44,2025-01-18
478,34,South Anne,Vasquez-Jackson,Opportunity Product,Small,109,38.18,2024-05-22
479,20,East Sarastad,"Hamilton, Rivera and Kelley",Expert Product,Medium,0,69.64,2024-06-24
480,17,Mccarthyland,"Lucas, Johnson and Alvarez",Beautiful Product,Large,87,67.55,2024-07-21
481,14,Melissaton,Rowe-Lewis,Player Product,Large,3,97.03,2024-09-10
482,33,Dawsonview,"Freeman, Larson and Clark",Hit Product,Large,78,91.49,2024-08-22
483,15,Jacksonton,Gomez-Moran,Occur Product,Small,0,47.97,2024-08-10
484,50,Port Christopher,Williams-White,Base Product,Large,64,8.55,2024-10-28
485,13,Masseyfort,Zamora Ltd,Hold Product,Medium,94,68.41,2024-07-23
486,17,Destinystad,Gomez LLC,Year Product,Small,23,10.35,2025-02-14
487,44,Port Vickie,Charles Ltd,Newspaper Product,Large,0,68.27,2024-07-26
488,40,North Darrenland,"Martin, Cline and Kramer",Area Product,Medium,218,33.57,2025-04-02
489,26,West Kelly,"George, Macdonald and Harper",Develop Product,Large,165,82.0,2024-10-05
490,11,Batesborough,Long and Sons,Him Product,Small,52,34.72,2024-06-03
491,34,West Michaelbury,Pittman-Lucas,Skill Product,Large,274,44.73,2024-08-04
492,12,Lake Daniellebury,Kirk-Perry,Reason Product,Small,74,44.15,2025-02-21
493,29,Elliottville,Reynolds-Hill,Medical Product,Large,30,58.25,2024-11-28
494,18,New Anthony,Johnson-Bowman,Season Product,Small,55,78.08,2025-04-03
495,2,New Williamfort,"Williams, Schultz and Black",Father Product,Large,91,85.91,2025-03-01
496,26,Jameston,"Campbell, Black and Smith",Modern Product,Small,96,88.2,2025-04-03
497,38,South Matthewland,Johnson Inc,Staff Product,Small,166,35.09,2024-10-09
498,30,South Dianeland,"Freeman, Larson and Clark",Hit Product,Large,113,91.49,2024-08-11
499,14,Wheelerland,Kaiser Group,Effect Product,Small,63,57.76,2024-05-07
500,29,Lake Grant,"Stevens, Miller and Phillips",Through Product,Medium,0,59.74,2024-12-06
501,19,Ashleyfort,Dawson Inc,Ever Product,Medium,221,91.72,2025-03-18
502,32,New Zacharyview,"Briggs, Morris and Weber",Type Product,Medium,72,28.2,2024-04-12
503,9,Daisyside,Best Group,Green Product,Large,108,94.05,2024-08-13
504,36,Freemanville,Russell and Sons,Guess Product,Small,50,89.73,2024-07-02
505,8,Travistown,Walker Inc,Spend Product,Medium,0,61.4,2025-02-28
506,37,Port Diana,"Smith, Davis and Wright",Stop Product,Large,227,96.71,2024-08-20
507,43,Rojasfort,"Bush, Reyes and Fox",Condition Product,Medium,99,21.05,2024-11-18
508,19,New Jeremy,"Johnson, Moses and Johnson",Among Product,Medium,0,96.83,2024-04-25
509,24,Sandersmouth,Hinton LLC,Network Product,Large,98,10.86,2024-10-05
510,31,Port Nicholashaven,Long and Sons,Him Product,Small,103,34.72,2024-08-19
511,49,Simmonsland,Patterson Inc,Southern Product,Medium,209,93.8,2024-09-23
512,22,Lake Laura,Brown-Mann,Pick Product,Medium,14,94.71,2024-11-30
513,6,East Charlene,Lin and Sons,Recent Product,Small,196,45.61,2024-07-18
514,29,Michellefurt,Obrien-Thompson,Security Product,Large,130,34.48,2025-03-25
515,21,Williamshaven,"Osborne, Cox and Evans",Wind Product,Small,22,38.64,2024-05-13
516,42,Colechester,Zamora Ltd,Look Product,Large,55,67.74,2025-01-14
517,10,Lake Joseph,Michael-Jefferson,Time Product,Medium,0,53.78,2024-06-23
518,20,Port Audreyville,Snyder Ltd,Each Product,Medium,117,32.35,2024-11-10
519,33,Lake Leslie,"Freeman, Larson and Clark",Hit Product,Large,0,91.49,2024-11-02
520,45,Port Hannah,Johnson-Bowman,Business Product,Large,127,99.1,2024-05-31
521,39,Fisherbury,"Dunn, Martinez and Brandt",Huge Product,Medium,46,57.31,2024-12-31
522,4,Bentleyton,"Cannon, Reynolds and Alvarado",Fish Product,Medium,63,54.94,2024-09-17
523,37,Hannahberg,West-Hernandez,Later Product,Large,0,43.99,2024-11-05
524,21,North Brandymouth,Pittman-Lucas,Apply Product,Medium,87,8.04,2024-05-03
525,48,West Veronicatown,"Watkins, James and Page",Determine Product,Medium,19,95.45,2025-01-29
526,36,Samanthaville,Cook-Johnson,Appear Product,Medium,0,97.06,2024-10-29
527,17,Lake Kevin,"Williamson, Holden and Sims",Enough Product,Small,65,30.42,2025-03-26
528,17,Joshuaside,Walter PLC,Could Product,Large,102,14.31,2024-06-21
529,12,West Christianland,Kim-Gonzalez,Meet Product,Small,205,60.24,2025-01-10
530,2,Jameshaven,Dunlap Ltd,Skin Product,Small,80,22.55,2025-01-21
531,35,Lisashire,Richardson Group,Behind Product,Large,27,39.61,2024-07-01
532,47,New Wendy,Hopkins Ltd,Today Product,Small,34,80.46,2025-03-11
533,17,South Brittanyton,Michael-Jefferson,Time Product,Medium,0,53.78,2025-01-15
534,10,Port Tracey,Gates-Pittman,Most Product,Small,160,28.28,2024-07-15
535,11,Charlesland,Garcia-Ramirez,Again Product,Medium,0,47.52,2025-01-30
536,3,North Ericshire,Morales-Knox,Night Product,Small,0,78.86,2024-05-17
537,15,South Glennfort,Bennett-Collins,Small Product,Medium,21,97.89,2025-01-05
538,7,South Diana,Rogers and Sons,Store Product,Medium,114,57.21,2025-03-08
539,32,Kellyport,Snyder Ltd,Garden Product,Small,2,59.64,2024-05-17
540,20,East Eileen,"Nguyen, Robinson and Mitchell",Single Product,Small,0,90.69,2024-06-17
541,40,West Kyleville,Wagner Group,Career Product,Medium,194,26.79,2025-03-09
542,47,Alicechester,Rios Group,Hot Product,Large,0,53.1,2025-03-25
543,16,Derekside,"Bailey, Avery and Edwards",Attention Product,Small,164,25.94,2024-06-06
544,1,North Amanda,"Cannon, Reynolds and Alvarado",Fish Product,Medium,9,54.94,2024-09-15
545,50,North Elizabeth,Roy Group,Fall Product,Large,173,24.86,2024-11-23
546,11,Yorkmouth,"Williamson, Holden and Sims",Full Product,Medium,57,46.09,2025-01-18
547,37,North Annemouth,Snyder Ltd,Miss Product,Small,154,42.96,2024-06-21
548,21,South Eric,"Turner, Armstrong and Fernandez",Year Product,Medium,83,9.64,2025-03-02
549,49,Lake Jessica,Hunt-Tucker,Ok Product,Small,88,5.13,2025-03-24
550,30,North Derek,Mahoney and Sons,Detail Product,Large,0,86.94,2025-03-29
551,28,Raytown,Davis-Russell,Family Product,Medium,168,72.59,2024-07-16
552,29,West Vanessaborough,Williams-Mcintosh,Stop Product,Small,123,47.41,2024-12-15
553,33,Jensenmouth,Gates-Stevens,Stand Product,Medium,146,51.46,2025-01-18
554,17,Arnoldstad,West-Hernandez,Tell Product,Large,0,36.92,2025-01-17
555,3,New Anthonymouth,Combs Group,Grow Product,Large,58,20.64,2024-04-15
556,22,New Victoriaberg,Daniels PLC,Star Product,Medium,167,29.38,2024-09-28
557,33,Lewisburgh,Quinn-Tran,Space Product,Medium,165,53.39,2024-12-27
558,20,West Stacyberg,Wagner Group,Bad Product,Large,0,88.38,2025-02-22
559,38,Fishershire,Mcpherson and Sons,Forget Product,Medium,79,73.78,2025-03-11
560,16,New Nicole,Perkins-Roberts,Couple Product,Small,251,93.12,2024-12-06
561,49,Simsland,"Walker, Maddox and Clayton",Eye Product,Medium,187,84.91,2024-08-25
562,27,Millerbury,Barrett-Roth,Peace Product,Medium,0,32.36,2024-12-18
563,25,South Daniel,Morales-Knox,Choose Product,Small,0,50.84,2024-09-25
564,15,South Tammy,Mitchell-Lopez,Risk Product,Small,0,70.89,2024-06-19
565,24,West Ashleyville,Davis-Russell,Indeed Product,Small,35,8.65,2025-03-12
566,33,Port Charlesborough,Smith-Aguilar,Threat Product,Large,0,41.11,2024-10-10
567,8,Lake Jacqueline,"Neal, Frey and Ferguson",Minute Product,Large,122,29.97,2024-07-04
568,39,Allenberg,Russell and Sons,Song Product,Small,35,97.49,2024-04-14
